doc_id,filename,law_type,source,description,notes,batch
StudentLaw_037,StudentLaw_037.pdf,Student_Law,"Federal Supervision of Curricula, Text-books and Maintenance of Standards of Education Act, 1976 (Act No. X of 1976)","Provides for federal oversight of curricula, textbooks, and educational standards across Pakistan, aiming to promote national cohesion, improve educational quality, and ensure uniform standards in various levels and streams of education.",Uploaded by user,1
StudentLaw_038,StudentLaw_038.pdf,Student_Law,"Worker's Children (Education) Ordinance, 1972 (Ordinance No. XI of 1972)","Provides for the education of workersâ children by establishing a legal framework for educational support, including definitions of employer, establishment, and worker, and mechanisms to promote educational welfare across Pakistan.",Uploaded by user,1
StudentLaw_039,StudentLaw_039.pdf,Student_Law,"Labour Laws (Amendment) Act, 1975 (Act No. XI of 1975)","Amends various labour laws relating to the welfare of workers, updating provisions concerning employment conditions and benefits, and repealing earlier corresponding ordinance to consolidate legislative changes.",Uploaded by user,1
StudentLaw_040,StudentLaw_040.pdf,Student_Law,"Labour Laws (Amendment) Act, 1994 (Act No. XI of 1994)","Amends various labour laws relating to workersâ compensation, wages, old-age pensions, social security, workersâ children education, gratuity, and profit-sharing, and repeals the earlier Labour Laws (Amendment) Ordinance, 1993 to consolidate updated provisions affecting workersâ welfare.",Uploaded by user,1
StudentLaw_041,StudentLaw_041.pdf,Student_Law,"West Pakistan Government Educational and Training Institution Ordinance, 1960 (Ordinance No. XI of 1960)","Provides for the establishment of Boards of Governors for government educational and training institutions in West Pakistan, outlining their structure and functions to ensure efficient management, control, and administration of such institutions.",Uploaded by user,1
StudentLaw_042,StudentLaw_042.pdf,Student_Law,"West Pakistan Registration of Unrecognized Educational Institutions Ordinance, 1962 (Ordinance No. XI of 1962)","Provides for the registration and regulation of unrecognized private educational institutions in West Pakistan, establishing a framework to supervise their functioning and ensure compliance with prescribed standards.",Uploaded by user,1
StudentLaw_043,StudentLaw_043.pdf,Student_Law,"Labour Laws (Amendment) Ordinance, 1974 (Ordinance No. XII of 1974)","Amends various labour laws relating to the welfare of workers, including changes to provisions in the Workmenâs Compensation Act, 1923 and related legislation, to improve legal protections and streamline adjudication mechanisms.",Uploaded by user,1
StudentLaw_044,StudentLaw_044.pdf,Student_Law,"Federal Board of Intermediate and Secondary Education (Amendment) Act, 2017 (Act No. XIII of 2017)","Amends the Federal Board of Intermediate and Secondary Education Act, 1975, updating provisions related to the governance and functioning of the federal education board to improve administrative efficiency and regulatory oversight.",Uploaded by user,1
StudentLaw_045,StudentLaw_045.pdf,Student_Law,"West Pakistan (Board of Intermediate and Secondary Education, Hyderabad) (Amendment) Act, 1964 (Act No. XIII of 1964)","Amends the West Pakistan (Board of Intermediate and Secondary Education, Hyderabad) Ordinance, 1961 by revising provisions related to school recognition and administrative oversight, particularly involving divisional educational authorities.",Uploaded by user,1
StudentLaw_046,StudentLaw_046.pdf,Student_Law,"Karachi Secondary Education (Amendment) Act, 1950 (Act No. XLIX of 1950)","Amends the Karachi Secondary Education Act, 1950 by revising provisions related to the recognition and constitution of secondary schools, including specific clarification regarding girlsâ schools and their recognition for matriculation examinations.",Uploaded by user,1
StudentLaw_047,StudentLaw_047.pdf,Student_Law,"Karachi Secondary Education Act, 1950 (Act No. XVI of 1950)","Provides for the establishment of a Board of Secondary Education in Karachi, outlining its structure, powers, and functions for the regulation, organization, development, and control of secondary education in the federal capital.",Uploaded by user,1
StudentLaw_048,StudentLaw_048.pdf,Student_Law,"Pakistan International Airlines Corporation (Amendment) Act, 1985 (Act No. XV of 1985)","Amends the Pakistan International Airlines Corporation Act, 1956 by expanding provisions related to ownership and control, including entities associated with the Federal Government and financial institutions, to clarify governance and operational oversight.",Uploaded by user,1
StudentLaw_049,StudentLaw_049.pdf,Student_Law,"West Pakistan (Board of Intermediate and Secondary Education, Hyderabad) Ordinance, 1961 (Ordinance No. XVII of 1961)","Provides for the establishment of the Board of Intermediate and Secondary Education at Hyderabad, defining its structure, functions, and key terms to regulate and oversee intermediate and secondary education within its jurisdiction.",Uploaded by user,1
StudentLaw_050,StudentLaw_050.pdf,Student_Law,"Karachi Secondary Education (Amendment) Act, 1953 (Act No. XXII of 1953)","Amends the Karachi Secondary Education Act, 1950 by modifying provisions related to its implementation, including retrospective effect and specific textual changes to improve administrative clarity in secondary education governance.",Uploaded by user,1
StudentLaw_051,StudentLaw_051.pdf,Student_Law,"Federal Board of Intermediate and Secondary Education (Amendment) Act, 2025 (Act No. XXII of 2025)","Amends the Federal Board of Intermediate and Secondary Education Act, 1975, updating provisions related to the governance and functioning of the federal education board to improve regulatory oversight and administrative efficiency.",Uploaded by user,1
StudentLaw_052,StudentLaw_052.pdf,Student_Law,"Labour Laws (Amendment) Ordinance, 1993 (Ordinance No. XXIII of 1993)","Amends multiple labour laws relating to workersâ compensation, wages, old-age pensions, social security, workersâ children education, gratuity, and profit-sharing, updating legal provisions governing workersâ welfare and employment benefits in Pakistan.",Uploaded by user,1
StudentLaw_053,StudentLaw_053.pdf,Student_Law,"Worker's Children (Education) (Amendment) Act, 1973 (Act No. XXIV of 1973)","Amends the Workersâ Children (Education) Ordinance, 1972 by redefining key terms such as âestablishmentâ and revising provisions related to the levy and collection of education cess from employers to support educational initiatives for workersâ children.",Uploaded by user,1
StudentLaw_054,StudentLaw_054.pdf,Student_Law,"West Pakistan Primary Education Ordinance, 1962 (Ordinance No. XXIX of 1962)","Provides a consolidated legal framework for primary education in West Pakistan, including provisions for compulsory education, definitions of key terms, and the administrative structure for implementation across districts and special areas.",Uploaded by user,1
StudentLaw_055,StudentLaw_055.pdf,Student_Law,"Sind Education Cess (West Pakistan Repeal) Ordinance, 1962 (Ordinance No. XXVI of 1962)","Repeals earlier laws relating to the Sind Muslim Education Cess, including the 1946 Act and subsequent amendments, thereby abolishing the education cess framework and related levies in West Pakistan.",Uploaded by user,1
StudentLaw_056,StudentLaw_056.pdf,Student_Law,"Labour Laws (Amendment) Ordinance, 1994 (Ordinance No. XXXIII of 1994)","Amends various labour-related laws concerning workersâ compensation, wages, old-age pensions, social security, workersâ children education, gratuity, and profit-sharing in companies, updating and consolidating provisions affecting workersâ rights and benefits across Pakistan.",Uploaded by user,1
StudentLaw_057,StudentLaw_057.pdf,Student_Law,"West Pakistan Board of Technical Education Ordinance, 1962 (Ordinance No. XXXIX of 1962)","Provides for the constitution and organization of the West Pakistan Board of Technical Education, establishing a regulatory framework for technical education institutions and certification systems, including governance structure and operational definitions.",Uploaded by user,1
StudentLaw_058,StudentLaw_058.pdf,Student_Law,"West Pakistan Universities and Boards of Education (Amendment) Ordinance, 1965 (Ordinance No. XXXVI of 1965)","Amends the legal framework governing universities and Boards of Intermediate and Secondary Education in West Pakistan, particularly modifying provisions related to their establishment and administrative control to address emerging educational needs.",Uploaded by user,1
StudentLaw_059,StudentLaw_059.pdf,Student_Law,"Worker's Children (Education) Ordinance, 1972 (Ordinance No. XI of 1972)","Provides for the education of workersâ children by imposing an education cess on employers, establishing mechanisms for its collection and administration, and ensuring provision of free education and related benefits to eligible children of workers.",Uploaded by user,1
StudentLaw_060,StudentLaw_060.pdf,Student_Law,"Islamabad Capital Territory Private Educational Institutions (Registration and Regulation) Act, 2013 (Act No. XI of 2013)","Enacts a comprehensive legal framework for the registration, regulation, and functioning of private educational institutions in the Islamabad Capital Territory, reinforcing standards of transparency, discipline, and quality in the education sector.",Uploaded by user,1
WorkplaceHarassmentLaw_001,WorkplaceHarassmentLaw_001.pdf,Workplace_Harassment,"Protection against Harassment of Women at the Workplace Act, 2010 (Act No. IV of 2010)","Provides legal protection to women against harassment at the workplace by defining harassment, establishing complaint mechanisms, prescribing penalties, and ensuring safe and dignified working environments in accordance with constitutional rights.",Uploaded by user,1
WorkplaceHarassmentLaw_002,WorkplaceHarassmentLaw_002.pdf,Workplace_Harassment,"Prevention of Electronic Crimes (Amendment) Act, 2025","Amends the Prevention of Electronic Crimes Act, 2016 by establishing new mechanisms for regulating social media platforms, removing or blocking unlawful or offensive online content, handling complaints, penalizing false or fake information, and creating the Social Media Protection and Regulatory Authority, Social Media Complaint Council, Social Media Protection Tribunal, and National Cyber Crime Investigation Agency.",Uploaded by user,1
WorkplaceHarassmentLaw_003,WorkplaceHarassmentLaw_003.pdf,Workplace_Harassment,"Prevention of Electronic Crimes Act, 2016","Provides a legal framework in Pakistan for preventing, investigating, prosecuting, and trying electronic crimes. The Act defines cyber offences such as unauthorized access to information systems or data, data copying or transmission, cyber terrorism, electronic forgery and fraud, identity information misuse, cyber stalking, spamming, spoofing, and unlawful online content. It also establishes procedures for investigation, search and seizure, data preservation, service provider responsibilities, international cooperation, prosecution, trial, appeals, compensation, and preventive measures against electronic crimes.",Uploaded by user,1
WorkplaceHarassmentLaw_004,WorkplaceHarassmentLaw_004.pdf,Workplace_Harassment,"The Balochistan Protection Against Harassment of Women at Workplace Act, 2016","Provides legal protection against harassment of women at the workplace in Balochistan by defining harassment, workplace, employee, employer, complainant, and organization. The Act requires each organization to establish an Inquiry Committee, follow a formal complaint and inquiry procedure, impose minor or major penalties where harassment is proved, and provide appeal mechanisms through an Ombudsperson. It also sets employer responsibilities, requires display and implementation of a workplace Code of Conduct, establishes a helpline for victims, and provides guidance for confidential reporting, investigation, protection from retaliation, and maintaining a harassment-free work environment.",Uploaded by user,1
WorkplaceHarassmentLaw_005,WorkplaceHarassmentLaw_005.pdf,Workplace_Harassment,"Khyber Pakhtunkhwa Protection Against Harassment of Women at the Workplace (Amendment) Act, 2018","Amends the Protection Against Harassment of Women at the Workplace Act, 2010 as applicable in Khyber Pakhtunkhwa by substituting Ombudsman with Ombudsperson, limiting the Acts extent to the Province of Khyber Pakhtunkhwa, updating references to provincial laws and government bodies, revising the definition of organization, setting qualifications and appointment procedures for the Ombudsperson, and providing for representation to the Governor against decisions of the Ombudsperson.",Uploaded by user,1
WorkplaceHarassmentLaw_006,WorkplaceHarassmentLaw_006.pdf,Workplace_Harassment,"The Protection Against Harassment of Women at the Workplace Act, 2010 (as applicable in Khyber Pakhtunkhwa)","Provides legal protection against harassment of women at the workplace in Khyber Pakhtunkhwa by defining harassment, workplace, employee, employer, complainant, organization, Inquiry Committee, and Ombudsperson. The Act requires organizations to form an Inquiry Committee, adopt and display a Code of Conduct, conduct confidential inquiries into harassment complaints, impose minor or major penalties, provide appeal mechanisms through the Ombudsperson, and protect complainants and witnesses from retaliation. It also sets out the powers, appointment, acting role, oath, and complaint-handling functions of the Ombudsperson.",Uploaded by user,1
WorkplaceHarassmentLaw_007,WorkplaceHarassmentLaw_007.pdf,Workplace_Harassment,"The Protection Against Harassment of Women at the Workplace (Amendment) Act, 2021","Amends the Protection Against Harassment of Women at the Workplace Act, 2010 as applicable in Punjab by adding provisions related to the Ombudspersons tenure and resignation. The amendment provides that the Ombudsperson shall hold office for four years, shall not be eligible for extension or re-appointment, and may resign by writing to the Governor.",Uploaded by user,1
WorkplaceHarassmentLaw_008,WorkplaceHarassmentLaw_008.pdf,Workplace_Harassment,"The Punjab Protection Against Harassment of Women at the Workplace (Amendment) Act, 2012","Amends the Protection Against Harassment of Women at the Workplace Act, 2010 as applicable in Punjab by substituting Ombudsman with Ombudsperson, extending the Act to the whole of Punjab, updating references to the Punjab Industrial Relations Act, 2010 and Government of the Punjab, revising the appointment and qualifications of the Ombudsperson, providing representation to the Governor against Ombudsperson decisions, and allowing employer non-compliance complaints to be filed before the Ombudsperson.",Uploaded by user,1
WorkplaceHarassmentLaw_009,WorkplaceHarassmentLaw_009.pdf,Workplace_Harassment,"Protection Against Harassment of Women at the Workplace (Amendment) Act, 2022","Amends the Protection Against Harassment of Women at the Workplace Act, 2010 by broadening the definitions of complainant, employee, employer, harassment, Ombudsperson, organization, and workplace. The amendment expands coverage to include former employees, minors through parents or guardians, students, performers, artists, interns, domestic workers, home-based workers, freelance and gig workers, online businesses, and places where services are rendered or performed. It also includes stalking, cyberstalking, gender-based discrimination, child-sensitive procedures, audio and video evidence, professional licence suspension or cancellation, time limits for Ombudsperson decisions, and retaliation through counter-blast defamation suits.",Uploaded by user,1
WorkplaceHarassmentLaw_010,WorkplaceHarassmentLaw_010.pdf,Workplace_Harassment,Federal Ombudsperson Secretariat for Protection Against Harassment (FOSPAH) â Amina Hassan vs Sharjeel Shahid & others (Final Order),"Final order issued by the Federal Ombudsperson under the Protection Against Harassment of Women at the Workplace Act, 2010, addressing gender-based discrimination at Khushhali Microfinance Bank Limited. The case involves forced resignation, denial of severance benefits compared to male employees, retaliation after complaint, absence of an Inquiry Committee, and employer liability for failing to ensure a harassment-free workplace.",Uploaded by user,1
WorkplaceHarassmentLaw_011,WorkplaceHarassmentLaw_011.pdf,Workplace_Harassment,"Arooj Malik vs Dr Hafiz Ishaq (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of sexual harassment in a university workplace. The case defines harassment through unwelcome physical conduct and sexually explicit communication, examines evidentiary value of text messages and admissions, and establishes that repeated unwanted advances constitute harassment under the Act. It also clarifies jurisdiction of the Ombudsperson where inquiry committees fail to provide fair proceedings and outlines penalties including dismissal from service and monetary compensation for mental agony and suffering.",Uploaded by user,1
WorkplaceHarassmentLaw_012,WorkplaceHarassmentLaw_012.pdf,Workplace_Harassment,"Federal Ombudsperson Secretariat for Protection Against Harassment (FOSPAH) â Asmara Masood vs Syed Arif Hussain (Final Order, 2025)","Final order issued by the Federal Ombudsperson under the Protection Against Harassment of Women at the Workplace Act, 2010, concerning allegations of workplace harassment at Standard Chartered Bank. The case involves claims of sexually inappropriate conduct, hostile work environment, retaliation after complaint, and unlawful termination. The Ombudsperson examined the inquiry proceedings, evidence, and conduct of both parties, and held that the allegations of harassment were not substantiated due to lack of corroborative evidence. The appeal was dismissed, while emphasizing due process, employer inquiry procedures, and the distinction between interpersonal conflict and legally defined workplace harassment.",Uploaded by user,1
WorkplaceHarassmentLaw_013,WorkplaceHarassmentLaw_013.pdf,Workplace_Harassment,"Bahadur Ali Mahar vs Secretary Information and Broadcasting (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning an appeal against a penalty imposed by an Anti-Harassment Committee in a public sector organization. The case examines procedural requirements of inquiry proceedings, including formation of the committee, recording of evidence, and the right of cross-examination, and emphasizes that denial of due process and fair trial renders disciplinary actions invalid. It establishes that inquiry committees must strictly comply with statutory procedures, uphold principles of natural justice, and ensure that both parties are given a fair opportunity to present and challenge evidence before imposing penalties.",Uploaded by user,1
WorkplaceHarassmentLaw_014,WorkplaceHarassmentLaw_014.pdf,Workplace_Harassment,"The Province of Sindh through Chief Secretary and others vs Azhar Ali and others (Civil Appeals No.106-K to 111-K & C.P.L.A. No.650-K of 2024, Supreme Court of Pakistan)","Decides civil appeals and petition concerning appointments under the deceased quota policy governed by Rule 11-A of the Sindh Civil Servants (Appointment, Promotion and Transfer) Rules, 1974. The case examines whether the High Court could grant employment beyond the prescribed two-year limitation period and considers the impact of subsequent Supreme Court judgment declaring the rule unconstitutional. The Court applies principles of beneficial interpretation of service laws, holds that rights accrued under earlier judgments remain protected due to prospective application of law, and affirms that past and closed transactions cannot be reopened. The appeals are dismissed, upholding High Court orders granting employment benefits under the deceased quota policy.",Uploaded by user,1
WorkplaceHarassmentLaw_015,WorkplaceHarassmentLaw_015.pdf,Workplace_Harassment,"Ayaz Ali vs Federation of Pakistan (Supreme Court, 2025)","Provides a judgment concerning employment under the deceased quota policy in a public sector bank. The case examines whether applications submitted under an earlier policy can be denied based on subsequent Supreme Court rulings declaring such quota unconstitutional, and clarifies the doctrine of prospective application of judicial decisions. It establishes that rights accrued under policies in force at the time of application must be considered fairly and cannot be retrospectively invalidated, and emphasizes equal opportunity, non-discriminatory implementation of employment policies, and the obligation of authorities to decide pending applications in accordance with applicable rules.",Uploaded by user,1
WorkplaceHarassmentLaw_016,WorkplaceHarassmentLaw_016.pdf,Workplace_Harassment,"Muhammad Azam and others vs Province of Sindh through Secretary Home Department and others (C.P.L.A. Nos.954-K, 955-K, 966-K, 1034-K to 1040-K of 2025, Supreme Court of Pakistan)","Decides civil petitions for leave to appeal concerning withdrawal of promotions of police constables under the Police Rules, 1934 and the legality of alleged out-of-turn or shoulder promotions. The case examines whether promotions granted on merit under Rule 13.6(2) could be retrospectively invalidated following Supreme Court judgments prohibiting out-of-turn promotions. The Court considers principles of fair trial, vested rights, and non-retrospective application of law, and emphasizes the duty of the Service Tribunal to independently assess facts, service record, and applicable rules rather than relying solely on departmental assertions. The impugned judgment is set aside and the matter is remanded for fresh decision in accordance with law after proper evaluation of evidence and opportunity of hearing.",Uploaded by user,1
WorkplaceHarassmentLaw_017,WorkplaceHarassmentLaw_017.pdf,Workplace_Harassment,"Nadia Naz vs President of Pakistan (Supreme Court, 2023)","Provides a judgment in review jurisdiction interpreting the definition of harassment under the Protection Against Harassment of Women at the Workplace Act, 2010. The case clarifies that harassment is not limited to conduct of a sexual nature but also includes gender-based discrimination arising from power dynamics and hostile work environment. It applies purposive interpretation of statutory provisions, considers constitutional principles of dignity and equality, and incorporates international conventions to establish that harassment includes discriminatory behavior based on gender. The Court sets aside earlier judgments for adopting a restrictive interpretation and remands the matter for reconsideration in light of the expanded scope of harassment.",Uploaded by user,1
WorkplaceHarassmentLaw_018,WorkplaceHarassmentLaw_018.pdf,Workplace_Harassment,"Dr. Asma Kiyani vs Dr. Mazhar Hussain (Federal Ombudsperson Secretariat for Protection Against Harassment, Complaint No. FOH-HQR-H/033/2025)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment, gender-based discrimination, and hostile work environment at the National Institute of Rehabilitation Medicine. The case examines misuse of administrative authority, stalking, retaliation after complaint, unlawful KPI deductions, and initiation of disciplinary proceedings without due process. The Ombudsperson finds that the conduct of the accused constitutes harassment under gender-based discrimination, establishes retaliation and abuse of authority, and imposes a monetary penalty while recommending administrative action to ensure a safe and non-discriminatory workplace environment.",Uploaded by user,1
WorkplaceHarassmentLaw_019,WorkplaceHarassmentLaw_019.pdf,Workplace_Harassment,"Sana Humayoun vs Bilal Khan (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment and hostile work environment. The case examines unwelcome conduct, misuse of authority, and retaliatory behavior following complaint, and evaluates evidence including witness statements and documentary material under the standard of balance of probabilities. It clarifies the obligation of employers to ensure a safe working environment, establish inquiry mechanisms, and enforce a code of conduct, and determines liability based on failure to maintain a harassment-free workplace.",Uploaded by user,1
WorkplaceHarassmentLaw_020,WorkplaceHarassmentLaw_020.pdf,Workplace_Harassment,Faisal Saeed Syed vs Saif Ullah (FOSPAH),"Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of sexual harassment in a home-based educational setting. The case defines harassment in the context of teacher-student relationships, examines misuse of authority and inappropriate conduct, and clarifies that informal work arrangements and minors fall within the scope of the Act. It also outlines institutional responsibilities to establish inquiry mechanisms, adopt a code of conduct, and ensure a harassment-free environment.",Uploaded by user,1
WorkplaceHarassmentLaw_021,WorkplaceHarassmentLaw_021.pdf,Workplace_Harassment,"Sehar Zareen vs Taeem Ul Haq (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment and hostile work environment in a professional setting. The case examines unwelcome conduct, inappropriate behavior, and misuse of authority, and evaluates evidence on the standard of balance of probabilities. It clarifies the scope of harassment beyond physical acts to include verbal and psychological conduct, and emphasizes the duty of employers to maintain a harassment-free workplace through proper inquiry mechanisms, enforcement of a code of conduct, and protection against retaliation.",Uploaded by user,1
WorkplaceHarassmentLaw_022,WorkplaceHarassmentLaw_022.pdf,Workplace_Harassment,"Zainab Zahrah Awan vs Embrace IT (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment and hostile work environment in a private IT organization. The case examines unwelcome conduct, abuse of authority, and retaliatory actions following complaint, and evaluates evidence including digital communication and workplace behavior patterns. It clarifies the scope of employer responsibility to ensure a safe working environment, enforce a code of conduct, and establish effective inquiry mechanisms, and determines liability based on balance of probabilities under the Act.",Uploaded by user,1
WorkplaceHarassmentLaw_023,WorkplaceHarassmentLaw_023.pdf,Workplace_Harassment,"Muhammad Rahman vs Imtiaz Gadar (FOSPAH, 2025)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of sexual harassment and hostile work environment in a corporate setting. The case examines whether inquiry proceedings were conducted in accordance with statutory requirements, including proper constitution of the inquiry committee and provision of fair trial rights. It clarifies that harassment includes patterns of unwelcome conduct creating a hostile environment and that proceedings initiated under the Act must strictly comply with procedural mandates. The order holds that failure to constitute a valid inquiry committee renders the proceedings void, sets aside the dismissal, and remands the matter for fresh inquiry in accordance with law.",Uploaded by user,1
WorkplaceHarassmentLaw_024,WorkplaceHarassmentLaw_024.pdf,Workplace_Harassment,"Muqaddas Fatima vs Mubashir Mukhtar (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment arising from gender-based discrimination during a sporting event. The case examines misbehavior, physical intimidation, and abuse of authority in a professional setting, and clarifies that harassment is not limited to sexual conduct but includes actions driven by gender-based power dynamics that create a hostile work environment. It applies the principle established in Nadia Naz case that discriminatory and demeaning conduct affecting work performance constitutes harassment, and imposes penalties including stoppage of increments and monetary compensation for the victim.",Uploaded by user,1
WorkplaceHarassmentLaw_025,WorkplaceHarassmentLaw_025.pdf,Workplace_Harassment,"Najma Bahar vs Ibrar Hussain (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment and hostile work environment. The case examines unwelcome conduct, misuse of authority, and retaliatory behavior following complaint, and evaluates evidence on the standard of balance of probabilities. It clarifies that harassment includes conduct creating intimidation or humiliation in the workplace and emphasizes the obligation of employers to establish inquiry mechanisms, enforce a code of conduct, and ensure a safe and harassment-free working environment.",Uploaded by user,1
WorkplaceHarassmentLaw_026,WorkplaceHarassmentLaw_026.pdf,Workplace_Harassment,"Najma Bahar vs Ibrar Hussain (FOSPAH, 2025)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment arising from verbal abuse, physical contact, and creation of a hostile work environment. The case examines evidentiary standards based on affidavits and witness testimony, and establishes that even a single substantiated incident involving abusive language and physical misconduct can constitute harassment under the Act. It clarifies that harassment includes gender-based discrimination and prejudicial conduct creating intimidation and humiliation, and emphasizes that such behavior reflects power imbalance rather than sexual intent. The order finds the accused guilty and imposes a minor penalty of withholding one annual increment for a specified period.",Uploaded by user,1
WorkplaceHarassmentLaw_027,WorkplaceHarassmentLaw_027.pdf,Workplace_Harassment,"Shoaib Zafar vs Tanzeela Soomro (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment and hostile work environment in a professional setting. The case examines unwelcome conduct, inappropriate communication, and misuse of authority, and evaluates evidence including digital correspondence and witness statements under the standard of balance of probabilities. It clarifies that repeated unwelcome behavior and psychological pressure can constitute harassment even in absence of physical contact, and emphasizes the responsibility of employers to ensure effective inquiry mechanisms, enforce a code of conduct, and maintain a safe and respectful workplace environment.",Uploaded by user,1
WorkplaceHarassmentLaw_028,WorkplaceHarassmentLaw_028.pdf,Workplace_Harassment,"Robina Khalid vs Munir H Shah (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment and hostile work environment in a public sector organization. The case examines unwelcome conduct, verbal abuse, and misuse of authority, and evaluates evidence based on witness statements and documentary material under the standard of balance of probabilities. It clarifies that persistent intimidating behavior and discriminatory treatment constitute harassment under the Act, and emphasizes the obligation of employers to ensure a safe working environment, establish inquiry mechanisms, and enforce a code of conduct to prevent harassment.",Uploaded by user,1
WorkplaceHarassmentLaw_029,WorkplaceHarassmentLaw_029.pdf,Workplace_Harassment,"Naheed Saghir vs Saud ur Rehman (FOSPAH, 2024)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment and hostile work environment. The case examines unwelcome conduct, inappropriate behavior, and misuse of authority, and evaluates evidence including witness statements and documentary material under the standard of balance of probabilities. It clarifies that harassment includes conduct creating intimidation, humiliation, or psychological pressure in the workplace, and emphasizes the obligation of employers to establish inquiry mechanisms, enforce a code of conduct, and ensure a safe and harassment-free working environment.",Uploaded by user,1
WorkplaceHarassmentLaw_030,WorkplaceHarassmentLaw_030.pdf,Workplace_Harassment,"Samreen Shahid vs Jamal Baig (FOSPAH, 2025)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of sexual harassment and hostile work environment in a public sector organization. The case examines unwelcome physical contact, sexually suggestive remarks, coercive behavior, and retaliation through threats of transfer and misuse of authority, and evaluates evidence based on witness testimony and consistency of statements under the standard of balance of probabilities. It clarifies that repeated unwelcome conduct and abuse of authority creating an intimidating and offensive work environment constitutes harassment under the Act, and emphasizes that lack of direct eyewitnesses does not negate credible testimony. The order finds the accused guilty, imposes the penalty of removal from service, and highlights the obligation of institutions to ensure safe workplaces, establish effective inquiry mechanisms, and prevent harassment.",Uploaded by user,1
WorkplaceHarassmentLaw_031,WorkplaceHarassmentLaw_031.pdf,Workplace_Harassment,"Sana Humayun vs Bilal Khan (FOSPAH, 2026)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of gender-based discrimination, coercive conduct, and creation of a hostile environment affecting a working womanâs access to residential accommodation. The case examines whether discriminatory housing practices, including denial of residence to single women and disconnection of basic utilities, fall within the scope of harassment where such conduct interferes with professional life. It clarifies that the definition of workplace extends to situations linked to employment and that misuse of organizational authority impacting a womanâs ability to work may constitute harassment. It further establishes that policies denying accommodation on the basis of gender or marital status are discriminatory, void, and inconsistent with principles of equality and dignity, and directs authorities to ensure non-discriminatory access to safe housing for working women.",Uploaded by user,1
WorkplaceHarassmentLaw_032,WorkplaceHarassmentLaw_032.pdf,Workplace_Harassment,"Saneem Afshain vs Azhar Abbas (FOSPAH, 2025)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment and hostile work environment. The case examines unwelcome conduct, inappropriate communication, and misuse of authority, and evaluates evidence including witness statements and documentary material under the standard of balance of probabilities. It clarifies that repeated unwelcome behavior and creation of psychological pressure constitute harassment under the Act, and emphasizes the obligation of employers to establish inquiry mechanisms, enforce a code of conduct, and ensure a safe and harassment-free working environment.",Uploaded by user,1
WorkplaceHarassmentLaw_033,WorkplaceHarassmentLaw_033.pdf,Workplace_Harassment,"Dr Asma Kiyani vs Mazhar Hussain (FOSPAH, 2025)","Provides a final order under the Protection Against Harassment of Women at the Workplace Act, 2010 concerning allegations of workplace harassment arising from abuse of authority, gender-based discrimination, and creation of a hostile work environment in a public health institution. The case examines retaliatory actions, misuse of administrative powers, and initiation of disciplinary proceedings to victimise the complainant, and evaluates evidence under the standard of balance of probabilities. It clarifies that harassment includes discriminatory and coercive conduct linked to power imbalance, and emphasizes that retaliation following complaint constitutes a violation of the Act. The order finds the accused responsible, imposes monetary penalty, and directs the organization to ensure compliance with statutory requirements including fair inquiry mechanisms and maintenance of a harassment-free workplace.",Uploaded by user,1
